point,lat,lon,year,var,scen,score
388,38.2291661,-122.8541682,2040,pr,rcp45,1.98397960313	

389,38.2291661,-122.8541682,2040,tasmax,rcp45,1.00246185726	

390,38.2291661,-122.8541682,2040,tasmin,rcp45,0.999522327124	

391,38.2291661,-122.8541682,2040,pr,rcp60,1.94020163441	

392,38.2291661,-122.8541682,2040,tasmax,rcp60,1.00285826811	

393,38.2291661,-122.8541682,2040,tasmin,rcp60,0.999835945086	

394,38.2291661,-122.8541682,2040,pr,rcp85,2.09351807094	

395,38.2291661,-122.8541682,2040,tasmax,rcp85,1.00342527562	

396,38.2291661,-122.8541682,2040,tasmin,rcp85,1.0005328161	

397,38.2291661,-122.6875016,2040,pr,rcp26,1.8970147307	

398,38.2291661,-122.6875016,2040,tasmax,rcp26,1.0053092974	

399,38.2291661,-122.6875016,2040,tasmin,rcp26,0.999984371453	

400,38.2291661,-122.6875016,2040,pr,rcp45,1.84872279201	

401,38.2291661,-122.6875016,2040,tasmax,rcp45,1.00471707652	

402,38.2291661,-122.6875016,2040,tasmin,rcp45,0.999459654935	

403,38.2291661,-122.6875016,2040,pr,rcp60,1.80373214887	

404,38.2291661,-122.6875016,2040,tasmax,rcp60,1.00511416237	

405,38.2291661,-122.6875016,2040,tasmin,rcp60,0.999791241837	

406,38.2291661,-122.6875016,2040,pr,rcp85,1.95289415921	

407,38.2291661,-122.6875016,2040,tasmax,rcp85,1.00568757726	

408,38.2291661,-122.6875016,2040,tasmin,rcp85,1.00047548003	

409,38.2291661,-122.520835,2040,pr,rcp26,1.84703629876	

410,38.2291661,-122.520835,2040,tasmax,rcp26,1.00690404443	

411,38.2291661,-122.520835,2040,tasmin,rcp26,1.00070614797	

412,38.2291661,-122.520835,2040,pr,rcp45,1.80124925811	

413,38.2291661,-122.520835,2040,tasmax,rcp45,1.00633056486	

414,38.2291661,-122.520835,2040,tasmin,rcp45,1.00018848326	

415,38.2291661,-122.520835,2040,pr,rcp60,1.75140400211	

416,38.2291661,-122.520835,2040,tasmax,rcp60,1.00672858002	

417,38.2291661,-122.520835,2040,tasmin,rcp60,1.00053775093	

418,38.2291661,-122.520835,2040,pr,rcp85,1.90279210259	

419,38.2291661,-122.520835,2040,tasmax,rcp85,1.00730872094	

420,38.2291661,-122.520835,2040,tasmin,rcp85,1.00120883317	

421,38.2291661,-122.3541684,2040,pr,rcp26,1.58596887523	

422,38.2291661,-122.3541684,2040,tasmax,rcp26,1.00555803012	

423,38.2291661,-122.3541684,2040,tasmin,rcp26,1.0012202186	

424,38.2291661,-122.3541684,2040,pr,rcp45,1.53936191263	

425,38.2291661,-122.3541684,2040,tasmax,rcp45,1.00499865734	

426,38.2291661,-122.3541684,2040,tasmin,rcp45,1.00072026416	

427,38.2291661,-122.3541684,2040,pr,rcp60,1.49910601268	

428,38.2291661,-122.3541684,2040,tasmax,rcp60,1.00540644544	

429,38.2291661,-122.3541684,2040,tasmin,rcp60,1.00106733544	

430,38.2291661,-122.3541684,2040,pr,rcp85,1.63040135942	

431,38.2291661,-122.3541684,2040,tasmax,rcp85,1.00599166771	

432,38.2291661,-122.3541684,2040,tasmin,rcp85,1.00173889551	

433,38.2291661,-122.1875018,2040,pr,rcp26,1.64101175779	

434,38.2291661,-122.1875018,2040,tasmax,rcp26,1.00757998325	

435,38.2291661,-122.1875018,2040,tasmin,rcp26,1.00333078059	

436,38.2291661,-122.1875018,2040,pr,rcp45,1.59066017359	

437,38.2291661,-122.1875018,2040,tasmax,rcp45,1.00703616993	

438,38.2291661,-122.1875018,2040,tasmin,rcp45,1.00285080971	

439,38.2291661,-122.1875018,2040,pr,rcp60,1.54977615442	

440,38.2291661,-122.1875018,2040,tasmax,rcp60,1.00745346472	

441,38.2291661,-122.1875018,2040,tasmin,rcp60,1.00319231195	

442,38.2291661,-122.1875018,2040,pr,rcp85,1.68515442817	

443,38.2291661,-122.1875018,2040,tasmax,rcp85,1.00804132126	

444,38.2291661,-122.1875018,2040,tasmin,rcp85,1.00386519946	

445,38.2291661,-122.0208352,2040,pr,rcp26,1.45724322049	

446,38.2291661,-122.0208352,2040,tasmax,rcp26,1.00686466832	

447,38.2291661,-122.0208352,2040,tasmin,rcp26,1.00301608949	

448,38.2291661,-122.0208352,2040,pr,rcp45,1.40475043547	

449,38.2291661,-122.0208352,2040,tasmax,rcp45,1.00633491778	

450,38.2291661,-122.0208352,2040,tasmin,rcp45,1.00255492264	

451,38.2291661,-122.0208352,2040,pr,rcp60,1.37289583629	

452,38.2291661,-122.0208352,2040,tasmax,rcp60,1.00676283944	

453,38.2291661,-122.0208352,2040,tasmin,rcp60,1.00289168306	

454,38.2291661,-122.0208352,2040,pr,rcp85,1.48981775987	

455,38.2291661,-122.0208352,2040,tasmax,rcp85,1.00735490566	

456,38.2291661,-122.0208352,2040,tasmin,rcp85,1.00356750431	

457,38.2291661,-121.8541686,2040,pr,rcp26,1.38451665706	

458,38.2291661,-121.8541686,2040,tasmax,rcp26,1.00685581663	

459,38.2291661,-121.8541686,2040,tasmin,rcp26,1.00306920253	

460,38.2291661,-121.8541686,2040,pr,rcp45,1.33020443749	

461,38.2291661,-121.8541686,2040,tasmax,rcp45,1.00634051566	

462,38.2291661,-121.8541686,2040,tasmin,rcp45,1.00262700453	

463,38.2291661,-121.8541686,2040,pr,rcp60,1.30224978954	

464,38.2291661,-121.8541686,2040,tasmax,rcp60,1.00677876952	

465,38.2291661,-121.8541686,2040,tasmin,rcp60,1.00295889415	

466,38.2291661,-121.8541686,2040,pr,rcp85,1.41319302694	

467,38.2291661,-121.8541686,2040,tasmax,rcp85,1.00737465117	

468,38.2291661,-121.8541686,2040,tasmin,rcp85,1.00363741085	

469,38.39583276,-123.0208348,2040,pr,rcp26,2.3695525893	

470,38.39583276,-123.0208348,2040,tasmax,rcp26,1.00151539674	

471,38.39583276,-123.0208348,2040,tasmin,rcp26,1.00123954904	

472,38.39583276,-123.0208348,2040,pr,rcp45,2.31236441469	

473,38.39583276,-123.0208348,2040,tasmax,rcp45,1.00087883989	

474,38.39583276,-123.0208348,2040,tasmin,rcp45,1.00069098878	

475,38.39583276,-123.0208348,2040,pr,rcp60,2.27864068492	

476,38.39583276,-123.0208348,2040,tasmax,rcp60,1.0012694273	

477,38.39583276,-123.0208348,2040,tasmin,rcp60,1.00100328252	

478,38.39583276,-123.0208348,2040,pr,rcp85,2.43737546458	

479,38.39583276,-123.0208348,2040,tasmax,rcp85,1.00183395218	

480,38.39583276,-123.0208348,2040,tasmin,rcp85,1.00169983929	

481,38.39583276,-122.8541682,2040,pr,rcp26,2.0464225281	

482,38.39583276,-122.8541682,2040,tasmax,rcp26,1.00596999202	

483,38.39583276,-122.8541682,2040,tasmin,rcp26,0.998269392068	

484,38.39583276,-122.8541682,2040,pr,rcp45,2.00206845556	

485,38.39583276,-122.8541682,2040,tasmax,rcp45,1.00535814358	

486,38.39583276,-122.8541682,2040,tasmin,rcp45,0.997727424605	

487,38.39583276,-122.8541682,2040,pr,rcp60,1.96161992255	

488,38.39583276,-122.8541682,2040,tasmax,rcp60,1.00574890824	

489,38.39583276,-122.8541682,2040,tasmin,rcp60,0.998062726035	

490,38.39583276,-122.8541682,2040,pr,rcp85,2.10944678086	

491,38.39583276,-122.8541682,2040,tasmax,rcp85,1.00632033804	

492,38.39583276,-122.8541682,2040,tasmin,rcp85,0.998745763248	

493,38.39583276,-122.6875016,2040,pr,rcp26,2.00933242005	

494,38.39583276,-122.6875016,2040,tasmax,rcp26,1.0043882957	

495,38.39583276,-122.6875016,2040,tasmin,rcp26,1.00175091351	

496,38.39583276,-122.6875016,2040,pr,rcp45,1.95251194713	

497,38.39583276,-122.6875016,2040,tasmax,rcp45,1.00379740948	

498,38.39583276,-122.6875016,2040,tasmin,rcp45,1.001219014	

499,38.39583276,-122.6875016,2040,pr,rcp60,1.91130334058	

500,38.39583276,-122.6875016,2040,tasmax,rcp60,1.00419070959	

501,38.39583276,-122.6875016,2040,tasmin,rcp60,1.00157515881	

502,38.39583276,-122.6875016,2040,pr,rcp85,2.06605038195	

503,38.39583276,-122.6875016,2040,tasmax,rcp85,1.00477246167	

504,38.39583276,-122.6875016,2040,tasmin,rcp85,1.00224027242	

505,38.39583276,-122.520835,2040,pr,rcp26,2.1373505608	

506,38.39583276,-122.520835,2040,tasmax,rcp26,1.00665261035	

507,38.39583276,-122.520835,2040,tasmin,rcp26,1.00166392634	

508,38.39583276,-122.520835,2040,pr,rcp45,2.08155800001	

509,38.39583276,-122.520835,2040,tasmax,rcp45,1.00608493923	

510,38.39583276,-122.520835,2040,tasmin,rcp45,1.00114019201	

511,38.39583276,-122.520835,2040,pr,rcp60,2.02915792319	

512,38.39583276,-122.520835,2040,tasmax,rcp60,1.00647926433	

513,38.39583276,-122.520835,2040,tasmin,rcp60,1.00151835547	

514,38.39583276,-122.520835,2040,pr,rcp85,2.20285589899	

515,38.39583276,-122.520835,2040,tasmax,rcp85,1.00706910135	

