point,lat,lon,year,var,scen,score
130,37.56249946,-122.0208352,2040,pr,rcp85,1.27197504319	

131,37.56249946,-122.0208352,2040,tasmax,rcp85,1.00433944687	

132,37.56249946,-122.0208352,2040,tasmin,rcp85,1.00474645602	

133,37.56249946,-121.8541686,2040,pr,rcp26,1.32802966968	

134,37.56249946,-121.8541686,2040,tasmax,rcp26,1.00533926639	

135,37.56249946,-121.8541686,2040,tasmin,rcp26,1.00226722941	

136,37.56249946,-121.8541686,2040,pr,rcp45,1.27601687057	

137,37.56249946,-121.8541686,2040,tasmax,rcp45,1.00473478976	

138,37.56249946,-121.8541686,2040,tasmin,rcp45,1.00181992059	

139,37.56249946,-121.8541686,2040,pr,rcp60,1.23146189886	

140,37.56249946,-121.8541686,2040,tasmax,rcp60,1.00526927485	

141,37.56249946,-121.8541686,2040,tasmin,rcp60,1.00208093288	

142,37.56249946,-121.8541686,2040,pr,rcp85,1.34687693125	

143,37.56249946,-121.8541686,2040,tasmax,rcp85,1.00579110964	

144,37.56249946,-121.8541686,2040,tasmin,rcp85,1.00284723031	

145,37.72916612,-122.520835,2040,pr,rcp26,1.40857624578	

146,37.72916612,-122.520835,2040,tasmax,rcp26,0.996705221103	

147,37.72916612,-122.520835,2040,tasmin,rcp26,1.00455949937	

148,37.72916612,-122.520835,2040,pr,rcp45,1.36607129462	

149,37.72916612,-122.520835,2040,tasmax,rcp45,0.996107831287	

150,37.72916612,-122.520835,2040,tasmin,rcp45,1.00406348503	

151,37.72916612,-122.520835,2040,pr,rcp60,1.3187672897	

152,37.72916612,-122.520835,2040,tasmax,rcp60,0.996521406926	

153,37.72916612,-122.520835,2040,tasmin,rcp60,1.00432393605	

154,37.72916612,-122.520835,2040,pr,rcp85,1.44474550369	

155,37.72916612,-122.520835,2040,tasmax,rcp85,0.997078577364	

156,37.72916612,-122.520835,2040,tasmin,rcp85,1.00505474274	

157,37.72916612,-122.3541684,2040,pr,rcp26,1.37809437927	

158,37.72916612,-122.3541684,2040,tasmax,rcp26,1.00040833953	

159,37.72916612,-122.3541684,2040,tasmin,rcp26,1.00584549586	

160,37.72916612,-122.3541684,2040,pr,rcp45,1.33255384442	

161,37.72916612,-122.3541684,2040,tasmax,rcp45,0.999815944362	

162,37.72916612,-122.3541684,2040,tasmin,rcp45,1.00536180628	

163,37.72916612,-122.3541684,2040,pr,rcp60,1.28658550839	

164,37.72916612,-122.3541684,2040,tasmax,rcp60,1.00025085903	

165,37.72916612,-122.3541684,2040,tasmin,rcp60,1.0056264627	

166,37.72916612,-122.3541684,2040,pr,rcp85,1.40633080956	

167,37.72916612,-122.3541684,2040,tasmax,rcp85,1.00080350733	

168,37.72916612,-122.3541684,2040,tasmin,rcp85,1.0063586603	

169,37.72916612,-122.1875018,2040,pr,rcp26,1.38065893707	

170,37.72916612,-122.1875018,2040,tasmax,rcp26,1.00072816362	

171,37.72916612,-122.1875018,2040,tasmin,rcp26,1.00534653428	

172,37.72916612,-122.1875018,2040,pr,rcp45,1.33689206478	

173,37.72916612,-122.1875018,2040,tasmax,rcp45,1.00013833502	

174,37.72916612,-122.1875018,2040,tasmin,rcp45,1.00487566313	

175,37.72916612,-122.1875018,2040,pr,rcp60,1.28951905166	

176,37.72916612,-122.1875018,2040,tasmax,rcp60,1.00059916873	

177,37.72916612,-122.1875018,2040,tasmin,rcp60,1.00514483005	

178,37.72916612,-122.1875018,2040,pr,rcp85,1.41004292164	

179,37.72916612,-122.1875018,2040,tasmax,rcp85,1.00114850753	

180,37.72916612,-122.1875018,2040,tasmin,rcp85,1.00588060602	

181,37.72916612,-122.0208352,2040,pr,rcp26,1.60975763564	

182,37.72916612,-122.0208352,2040,tasmax,rcp26,1.00337920753	

183,37.72916612,-122.0208352,2040,tasmin,rcp26,1.00060006871	

184,37.72916612,-122.0208352,2040,pr,rcp45,1.55862904142	

185,37.72916612,-122.0208352,2040,tasmax,rcp45,1.00279330943	

186,37.72916612,-122.0208352,2040,tasmin,rcp45,1.00014008309	

187,37.72916612,-122.0208352,2040,pr,rcp60,1.50517941464	

188,37.72916612,-122.0208352,2040,tasmax,rcp60,1.00327889883	

189,37.72916612,-122.0208352,2040,tasmin,rcp60,1.00041494133	

190,37.72916612,-122.0208352,2040,pr,rcp85,1.64032495082	

191,37.72916612,-122.0208352,2040,tasmax,rcp85,1.00382367225	

192,37.72916612,-122.0208352,2040,tasmin,rcp85,1.00115743629	

193,37.72916612,-121.8541686,2040,pr,rcp26,1.46265694686	

194,37.72916612,-121.8541686,2040,tasmax,rcp26,1.00663092984	

195,37.72916612,-121.8541686,2040,tasmin,rcp26,1.00203078077	

196,37.72916612,-121.8541686,2040,pr,rcp45,1.41058289494	

197,37.72916612,-121.8541686,2040,tasmax,rcp45,1.00604928834	

198,37.72916612,-121.8541686,2040,tasmin,rcp45,1.00158455365	

199,37.72916612,-121.8541686,2040,pr,rcp60,1.36385742524	

200,37.72916612,-121.8541686,2040,tasmax,rcp60,1.00655922447	

201,37.72916612,-121.8541686,2040,tasmin,rcp60,1.00186343035	

202,37.72916612,-121.8541686,2040,pr,rcp85,1.48550051773	

203,37.72916612,-121.8541686,2040,tasmax,rcp85,1.00709911257	

204,37.72916612,-121.8541686,2040,tasmin,rcp85,1.00260809097	

205,37.89583278,-122.6875016,2040,pr,rcp26,1.61826244574	

206,37.89583278,-122.6875016,2040,tasmax,rcp26,0.997243616485	

207,37.89583278,-122.6875016,2040,tasmin,rcp26,1.00357246633	

208,37.89583278,-122.6875016,2040,pr,rcp45,1.56755431282	

209,37.89583278,-122.6875016,2040,tasmax,rcp45,0.996642806756	

210,37.89583278,-122.6875016,2040,tasmin,rcp45,1.00306579661	

211,37.89583278,-122.6875016,2040,pr,rcp60,1.51940969955	

212,37.89583278,-122.6875016,2040,tasmax,rcp60,0.997051472831	

213,37.89583278,-122.6875016,2040,tasmin,rcp60,1.00334598421	

214,37.89583278,-122.6875016,2040,pr,rcp85,1.65599061416	

215,37.89583278,-122.6875016,2040,tasmax,rcp85,0.997613783597	

216,37.89583278,-122.6875016,2040,tasmin,rcp85,1.00406358065	

217,37.89583278,-122.520835,2040,pr,rcp26,1.84890717795	

218,37.89583278,-122.520835,2040,tasmax,rcp26,1.00119809208	

219,37.89583278,-122.520835,2040,tasmin,rcp26,1.0036448192	

220,37.89583278,-122.520835,2040,pr,rcp45,1.78964902531	

221,37.89583278,-122.520835,2040,tasmax,rcp45,1.00060937834	

222,37.89583278,-122.520835,2040,tasmin,rcp45,1.00314179656	

223,37.89583278,-122.520835,2040,pr,rcp60,1.73533684481	

224,37.89583278,-122.520835,2040,tasmax,rcp60,1.00101727643	

225,37.89583278,-122.520835,2040,tasmin,rcp60,1.00343166332	

226,37.89583278,-122.520835,2040,pr,rcp85,1.89890023097	

227,37.89583278,-122.520835,2040,tasmax,rcp85,1.00158154647	

228,37.89583278,-122.520835,2040,tasmin,rcp85,1.00414235966	

229,37.89583278,-122.3541684,2040,pr,rcp26,1.48663502799	

230,37.89583278,-122.3541684,2040,tasmax,rcp26,1.00097855332	

231,37.89583278,-122.3541684,2040,tasmin,rcp26,1.00502115523	

232,37.89583278,-122.3541684,2040,pr,rcp45,1.44598889573	

233,37.89583278,-122.3541684,2040,tasmax,rcp45,1.0003965411	

234,37.89583278,-122.3541684,2040,tasmin,rcp45,1.00453240274	

235,37.89583278,-122.3541684,2040,pr,rcp60,1.39813620866	

236,37.89583278,-122.3541684,2040,tasmax,rcp60,1.0008228813	

237,37.89583278,-122.3541684,2040,tasmin,rcp60,1.0048242412	

238,37.89583278,-122.3541684,2040,pr,rcp85,1.52445355037	

239,37.89583278,-122.3541684,2040,tasmax,rcp85,1.00138707388	

240,37.89583278,-122.3541684,2040,tasmin,rcp85,1.00553578567	

241,37.89583278,-122.1875018,2040,pr,rcp26,1.60430263473	

242,37.89583278,-122.1875018,2040,tasmax,rcp26,1.00312954646	

243,37.89583278,-122.1875018,2040,tasmin,rcp26,1.00098032958	

244,37.89583278,-122.1875018,2040,pr,rcp45,1.55425898001	

245,37.89583278,-122.1875018,2040,tasmax,rcp45,1.00255519683	

246,37.89583278,-122.1875018,2040,tasmin,rcp45,1.00050468099	

247,37.89583278,-122.1875018,2040,pr,rcp60,1.50600040737	

248,37.89583278,-122.1875018,2040,tasmax,rcp60,1.00300139659	

249,37.89583278,-122.1875018,2040,tasmin,rcp60,1.00079902575	

250,37.89583278,-122.1875018,2040,pr,rcp85,1.64258196956	

251,37.89583278,-122.1875018,2040,tasmax,rcp85,1.00356356683	

252,37.89583278,-122.1875018,2040,tasmin,rcp85,1.00151648744	

253,37.89583278,-122.0208352,2040,pr,rcp26,1.39077796055	

254,37.89583278,-122.0208352,2040,tasmax,rcp26,1.00668841807	

255,37.89583278,-122.0208352,2040,tasmin,rcp26,1.00125511553	

256,37.89583278,-122.0208352,2040,pr,rcp45,1.34387671416	

257,37.89583278,-122.0208352,2040,tasmax,rcp45,1.0061224989	

258,37.89583278,-122.0208352,2040,tasmin,rcp45,1.00079466651	

259,37.89583278,-122.0208352,2040,pr,rcp60,1.3036226984	

260,37.89583278,-122.0208352,2040,tasmax,rcp60,1.00658782178	

261,37.89583278,-122.0208352,2040,tasmin,rcp60,1.00109023972	

262,37.89583278,-122.0208352,2040,pr,rcp85,1.42106846709	

263,37.89583278,-122.0208352,2040,tasmax,rcp85,1.00714719844	

264,37.89583278,-122.0208352,2040,tasmin,rcp85,1.00181057603	

265,37.89583278,-121.8541686,2040,pr,rcp26,1.4400362485	

266,37.89583278,-121.8541686,2040,tasmax,rcp26,1.00655371034	

267,37.89583278,-121.8541686,2040,tasmin,rcp26,1.00339722987	

268,37.89583278,-121.8541686,2040,pr,rcp45,1.38690037027	

269,37.89583278,-121.8541686,2040,tasmax,rcp45,1.00599409329	

270,37.89583278,-121.8541686,2040,tasmin,rcp45,1.00295279649	

271,37.89583278,-121.8541686,2040,pr,rcp60,1.34876693449	

272,37.89583278,-121.8541686,2040,tasmax,rcp60,1.00648019986	

273,37.89583278,-121.8541686,2040,tasmin,rcp60,1.00324905792	

274,37.89583278,-121.8541686,2040,pr,rcp85,1.4696564689	

275,37.89583278,-121.8541686,2040,tasmax,rcp85,1.00703884465	

276,37.89583278,-121.8541686,2040,tasmin,rcp85,1.00397092198	

277,38.06249944,-123.0208348,2040,pr,rcp26,1.72385718655	

278,38.06249944,-123.0208348,2040,tasmax,rcp26,0.995482759774	

279,38.06249944,-123.0208348,2040,tasmin,rcp26,1.00229717582	

280,38.06249944,-123.0208348,2040,pr,rcp45,1.67332313326	

281,38.06249944,-123.0208348,2040,tasmax,rcp45,0.994855023628	

282,38.06249944,-123.0208348,2040,tasmin,rcp45,1.00177148802	

283,38.06249944,-123.0208348,2040,pr,rcp60,1.63788267931	

284,38.06249944,-123.0208348,2040,tasmax,rcp60,0.995257790238	

285,38.06249944,-123.0208348,2040,tasmin,rcp60,1.00204954781	

286,38.06249944,-123.0208348,2040,pr,rcp85,1.77175294909	

287,38.06249944,-123.0208348,2040,tasmax,rcp85,0.995817043699	

288,38.06249944,-123.0208348,2040,tasmin,rcp85,1.00276964436	

289,38.06249944,-122.8541682,2040,pr,rcp26,2.00811945394	

290,38.06249944,-122.8541682,2040,tasmax,rcp26,1.00231578756	

291,38.06249944,-122.8541682,2040,tasmin,rcp26,1.00191871167	

292,38.06249944,-122.8541682,2040,pr,rcp45,1.94614123412	

293,38.06249944,-122.8541682,2040,tasmax,rcp45,1.00170610587	

294,38.06249944,-122.8541682,2040,tasmin,rcp45,1.00139796377	

295,38.06249944,-122.8541682,2040,pr,rcp60,1.89630607024	

296,38.06249944,-122.8541682,2040,tasmax,rcp60,1.00210733131	

297,38.06249944,-122.8541682,2040,tasmin,rcp60,1.00168994337	

298,38.06249944,-122.8541682,2040,pr,rcp85,2.0542236434	

299,38.06249944,-122.8541682,2040,tasmax,rcp85,1.00266870911	

300,38.06249944,-122.8541682,2040,tasmin,rcp85,1.00240054626	

301,38.06249944,-122.6875016,2040,pr,rcp26,2.08400912936	

302,38.06249944,-122.6875016,2040,tasmax,rcp26,1.00378430575	

303,38.06249944,-122.6875016,2040,tasmin,rcp26,1.00245247891	

304,38.06249944,-122.6875016,2040,pr,rcp45,2.01253243056	

305,38.06249944,-122.6875016,2040,tasmax,rcp45,1.00318929795	

306,38.06249944,-122.6875016,2040,tasmin,rcp45,1.00193714454	

307,38.06249944,-122.6875016,2040,pr,rcp60,1.9567198029	

308,38.06249944,-122.6875016,2040,tasmax,rcp60,1.0035911434	

309,38.06249944,-122.6875016,2040,tasmin,rcp60,1.00224277559	

310,38.06249944,-122.6875016,2040,pr,rcp85,2.12872042732	

311,38.06249944,-122.6875016,2040,tasmax,rcp85,1.00415760949	

312,38.06249944,-122.6875016,2040,tasmin,rcp85,1.00294325833	

313,38.06249944,-122.520835,2040,pr,rcp26,1.72466155822	

314,38.06249944,-122.520835,2040,tasmax,rcp26,1.003584795	

315,38.06249944,-122.520835,2040,tasmin,rcp26,1.00208445924	

316,38.06249944,-122.520835,2040,pr,rcp45,1.67697716356	

317,38.06249944,-122.520835,2040,tasmax,rcp45,1.00300345229	

318,38.06249944,-122.520835,2040,tasmin,rcp45,1.00157407782	

319,38.06249944,-122.520835,2040,pr,rcp60,1.63090385363	

320,38.06249944,-122.520835,2040,tasmax,rcp60,1.00340656482	

321,38.06249944,-122.520835,2040,tasmin,rcp60,1.00189364633	

322,38.06249944,-122.520835,2040,pr,rcp85,1.7754568822	

323,38.06249944,-122.520835,2040,tasmax,rcp85,1.0039790739	

324,38.06249944,-122.520835,2040,tasmin,rcp85,1.00258462276	

325,38.06249944,-122.3541684,2040,pr,rcp26,1.50076521973	

326,38.06249944,-122.3541684,2040,tasmax,rcp26,1.00317495328	

327,38.06249944,-122.3541684,2040,tasmin,rcp26,1.0025696245	

328,38.06249944,-122.3541684,2040,pr,rcp45,1.45611854068	

329,38.06249944,-122.3541684,2040,tasmax,rcp45,1.002604249	

330,38.06249944,-122.3541684,2040,tasmin,rcp45,1.00207501207	

331,38.06249944,-122.3541684,2040,pr,rcp60,1.41532265162	

332,38.06249944,-122.3541684,2040,tasmax,rcp60,1.0030213194	

333,38.06249944,-122.3541684,2040,tasmin,rcp60,1.00239459478	

334,38.06249944,-122.3541684,2040,pr,rcp85,1.5409784629	

335,38.06249944,-122.3541684,2040,tasmax,rcp85,1.00359611554	

336,38.06249944,-122.3541684,2040,tasmin,rcp85,1.00308656468	

337,38.06249944,-122.1875018,2040,pr,rcp26,1.42995327287	

338,38.06249944,-122.1875018,2040,tasmax,rcp26,1.00581561504	

339,38.06249944,-122.1875018,2040,tasmin,rcp26,1.00242752639	

340,38.06249944,-122.1875018,2040,pr,rcp45,1.38521616206	

341,38.06249944,-122.1875018,2040,tasmax,rcp45,1.00525683204	

342,38.06249944,-122.1875018,2040,tasmin,rcp45,1.00194984599	

343,38.06249944,-122.1875018,2040,pr,rcp60,1.34676940005	

344,38.06249944,-122.1875018,2040,tasmax,rcp60,1.00568834722	

345,38.06249944,-122.1875018,2040,tasmin,rcp60,1.00226770649	

346,38.06249944,-122.1875018,2040,pr,rcp85,1.46495209557	

347,38.06249944,-122.1875018,2040,tasmax,rcp85,1.00626311495	

348,38.06249944,-122.1875018,2040,tasmin,rcp85,1.00296266407	

349,38.06249944,-122.0208352,2040,pr,rcp26,1.33799380477	

350,38.06249944,-122.0208352,2040,tasmax,rcp26,1.00737351838	

351,38.06249944,-122.0208352,2040,tasmin,rcp26,1.00218715278	

352,38.06249944,-122.0208352,2040,pr,rcp45,1.29298936071	

353,38.06249944,-122.0208352,2040,tasmax,rcp45,1.0068260015	

354,38.06249944,-122.0208352,2040,tasmin,rcp45,1.00172636833	

355,38.06249944,-122.0208352,2040,pr,rcp60,1.25907363535	

356,38.06249944,-122.0208352,2040,tasmax,rcp60,1.00727236966	

357,38.06249944,-122.0208352,2040,tasmin,rcp60,1.00204252801	

358,38.06249944,-122.0208352,2040,pr,rcp85,1.36761225435	

359,38.06249944,-122.0208352,2040,tasmax,rcp85,1.00784774345	

360,38.06249944,-122.0208352,2040,tasmin,rcp85,1.00274055582	

361,38.06249944,-121.8541686,2040,pr,rcp26,1.25857591733	

362,38.06249944,-121.8541686,2040,tasmax,rcp26,1.00740035763	

363,38.06249944,-121.8541686,2040,tasmin,rcp26,1.00315719246	

364,38.06249944,-121.8541686,2040,pr,rcp45,1.21075682396	

365,38.06249944,-121.8541686,2040,tasmax,rcp45,1.0068632651	

366,38.06249944,-121.8541686,2040,tasmin,rcp45,1.00271383398	

367,38.06249944,-121.8541686,2040,pr,rcp60,1.18121436895	

368,38.06249944,-121.8541686,2040,tasmax,rcp60,1.00732512426	

369,38.06249944,-121.8541686,2040,tasmin,rcp60,1.00302793516	

370,38.06249944,-121.8541686,2040,pr,rcp85,1.28294336124	

371,38.06249944,-121.8541686,2040,tasmax,rcp85,1.00790198986	

372,38.06249944,-121.8541686,2040,tasmin,rcp85,1.00372818413	

373,38.2291661,-123.0208348,2040,pr,rcp26,1.82470918941	

374,38.2291661,-123.0208348,2040,tasmax,rcp26,0.997397475882	

375,38.2291661,-123.0208348,2040,tasmin,rcp26,1.00052218766	

376,38.2291661,-123.0208348,2040,pr,rcp45,1.7758796542	

377,38.2291661,-123.0208348,2040,tasmax,rcp45,0.996764599285	

378,38.2291661,-123.0208348,2040,tasmin,rcp45,0.999984395955	

379,38.2291661,-123.0208348,2040,pr,rcp60,1.74251294563	

380,38.2291661,-123.0208348,2040,tasmax,rcp60,0.997161708945	

381,38.2291661,-123.0208348,2040,tasmin,rcp60,1.00027993383	

382,38.2291661,-123.0208348,2040,pr,rcp85,1.87294843958	

383,38.2291661,-123.0208348,2040,tasmax,rcp85,0.99772422562	

384,38.2291661,-123.0208348,2040,tasmin,rcp85,1.00098915327	

385,38.2291661,-122.8541682,2040,pr,rcp26,2.0359994597	

386,38.2291661,-122.8541682,2040,tasmax,rcp26,1.00307326565	

387,38.2291661,-122.8541682,2040,tasmin,rcp26,1.00005367532	

